ID_Entidad,Distrito,ID_Distrito,Circunscripcion,Porcentaje1,Porcentaje2,Porcentaje3
21,5,21_5,Circunscripción 4,0.8593434670715224,0.3820605892324125,0.2893206939327174
21,6,21_6,Circunscripción 4,0.9056474388472331,0.2911208593863263,0.3308700791309134
21,7,21_7,Circunscripción 4,0.8489842816435335,0.3631100117215689,0.27411526794742164
21,8,21_8,Circunscripción 4,0.7815576274071923,0.24087136734463702,0.2538329811630632
21,9,21_9,Circunscripción 4,0.920787444690754,0.2770901800555774,0.3601084546972012
22,1,22_1,Circunscripción 2,0.763733103249928,0.18321770210663155,0.3123050374991704
22,2,22_2,Circunscripción 2,0.9030478493816917,0.23616022399497943,0.3121463815063596
22,3,22_3,Circunscripción 2,0.9481037694625238,0.18645011678067674,0.32460155010234354
22,4,22_4,Circunscripción 2,0.9426001871733027,0.20860842189344228,0.3721248735058473
22,5,22_5,Circunscripción 2,0.9209979992348171,0.21470560876361336,0.31655366629243786
23,1,23_1,Circunscripción 3,0.9104857192438649,0.27704661250016654,0.3310634121821761
23,2,23_2,Circunscripción 3,0.8377568681198,0.19246682406782467,0.31255545891427916
23,3,23_3,Circunscripción 3,0.9421367778865708,0.2631530760845619,0.3246685998342999
23,4,23_4,Circunscripción 3,0.9484169334756315,0.26403954202965996,0.3285812134631007
24,1,24_1,Circunscripción 2,0.8036048219247551,0.18418410985426653,0.28206780699622824
24,2,24_2,Circunscripción 2,0.8862062871237677,0.1680396062327358,0.29991778021961135
24,3,24_3,Circunscripción 2,0.7680696784559119,0.1797644915448461,0.2988076866160709
24,4,24_4,Circunscripción 2,0.8785121262934031,0.18554954933501613,0.30331070303873053
24,5,24_5,Circunscripción 2,0.9263920757888997,0.18581721570471119,0.3585205715973374
24,6,24_6,Circunscripción 2,0.926802308597235,0.16492018887125365,0.3411734053388285
24,7,24_7,Circunscripción 2,0.6430379746835443,0.15097808365663956,0.22847594936708862
25,1,25_1,Circunscripción 1,0.90198788568641,0.19079677809443663,0.3486401886255539
25,2,25_2,Circunscripción 1,0.93493465993466,0.19964345133911282,0.34623552123552126
25,3,25_3,Circunscripción 1,0.8823425476840441,0.14925789612951337,0.31307589691942084
25,4,25_4,Circunscripción 1,0.8993003253264406,0.19980240304946686,0.32089665314853605
25,5,25_5,Circunscripción 1,0.963326713699551,0.18454268884717456,0.36534969438928083
25,6,25_6,Circunscripción 1,0.911941204234374,0.16678972609122647,0.34739734340233297
25,7,25_7,Circunscripción 1,0.9447175241729457,0.2355489735793172,0.38715519192833814
26,1,26_1,Circunscripción 1,0.9235147878268324,0.27509784723239455,0.3337676810972996
26,2,26_2,Circunscripción 1,0.9480928496442319,0.20040819496703371,0.3478945526653447
26,3,26_3,Circunscripción 1,0.9474346695854426,0.1904757124443356,0.34700369407579695
26,4,26_4,Circunscripción 1,0.896335694142071,0.1753601946848815,0.3360615831197582
26,5,26_5,Circunscripción 1,0.9494526746794992,0.1644172311175214,0.3534686600539393
26,6,26_6,Circunscripción 1,0.9321326678806019,0.15419999541610324,0.3501514961628344
26,7,26_7,Circunscripción 1,0.8587616634491635,0.14016104750705943,0.3215391731016731
27,1,27_1,Circunscripción 3,0.7571970010769613,0.27187698994584425,0.30658189048131884
27,2,27_2,Circunscripción 3,0.8368017247913491,0.33549195593825076,0.3109256436385686
27,3,27_3,Circunscripción 3,0.8124766607194722,0.34568518173451007,0.3027364009792125
27,4,27_4,Circunscripción 3,0.9210672204574053,0.29115735844451673,0.34901136033649827
27,5,27_5,Circunscripción 3,0.8379746000873586,0.3206916256685447,0.2952636827400918
27,6,27_6,Circunscripción 3,0.8664078556748116,0.31618071442975654,0.3166492676083907
28,1,28_1,Circunscripción 2,0.9190490045305291,0.26233546246956274,0.3193981462238663
28,2,28_2,Circunscripción 2,0.9275576375172606,0.22242128690950616,0.31309538375487234
28,3,28_3,Circunscripción 2,0.9152185712496347,0.22827533609486922,0.28699427998830945
28,4,28_4,Circunscripción 2,0.9341809764018933,0.24375564934916966,0.3301230003800574
28,5,28_5,Circunscripción 2,0.9193635137483347,0.1362981810044125,0.3202455916790097
28,6,28_6,Circunscripción 2,0.8597969223940224,0.11417275427470498,0.27073315084708144
28,7,28_7,Circunscripción 2,0.9384733194245841,0.2085479644206027,0.3137985731811185
28,8,28_8,Circunscripción 2,0.9343233912300684,0.19765710201629322,0.3611457146924829
28,9,28_9,Circunscripción 2,0.9372109720603108,0.1972856970136622,0.31199190914775843
29,1,29_1,Circunscripción 4,0.8554191676757821,0.2528516301268312,0.2930558338487808
29,2,29_2,Circunscripción 4,0.8300248913790181,0.28379479371185107,0.3130425473070026
29,3,29_3,Circunscripción 4,0.8583908005893481,0.2599317610653502,0.2979172297150031
30,1,30_1,Circunscripción 3,0.8493251863291479,0.2725809470335018,0.27451055625365706
30,10,30_10,Circunscripción 3,0.9328886804302374,0.2779883338761733,0.4405561606156243
30,11,30_11,Circunscripción 3,0.9180006238815281,0.21261477890467578,0.3600781493703722
30,12,30_12,Circunscripción 3,0.9136702994936926,0.2841247121484316,0.4109599816928402
30,13,30_13,Circunscripción 3,0.8108180036613789,0.3325871550742544,0.3323951385920627
30,14,30_14,Circunscripción 3,0.7769890266913367,0.30065190645355433,0.3306739699928554
30,15,30_15,Circunscripción 3,0.8127147766323024,0.26504076468934495,0.3365642315723705
30,16,30_16,Circunscripción 3,0.8626085969917012,0.31775618479880774,0.3527538252074689
30,17,30_17,Circunscripción 3,0.8068400691414931,0.32858128246176654,0.3512058605646555
30,18,30_18,Circunscripción 3,0.6926913231529702,0.2277416546320161,0.2919498631829817
30,19,30_19,Circunscripción 3,0.7936307921415888,0.30279046144798777,0.3448896598561528
30,2,30_2,Circunscripción 3,0.610812569636853,0.19724378380310542,0.253108391918674
30,20,30_20,Circunscripción 3,0.8020198654480832,0.2669249543281564,0.32091742828128966
30,3,30_3,Circunscripción 3,0.8206738949784338,0.2975570371913741,0.3038660915674093
30,4,30_4,Circunscripción 3,0.9412991251529849,0.28289245966945625,0.392567361925052
30,5,30_5,Circunscripción 3,0.8793920591772184,0.28327247947484163,0.3788109987166143
30,6,30_6,Circunscripción 3,0.7577564471181493,0.2746048577238308,0.3079842526651037
30,7,30_7,Circunscripción 3,0.8054961441779217,0.2940101196921927,0.32016531038302587
30,8,30_8,Circunscripción 3,0.820909464030457,0.2406974638462268,0.3206476357614957
30,9,30_9,Circunscripción 3,0.7946586567692405,0.27050981151249726,0.32112489450711
31,1,31_1,Circunscripción 3,0.7787330275313356,0.2051968176307275,0.28478955512218346
31,2,31_2,Circunscripción 3,0.886828113955561,0.24574331396090912,0.2964442668797443
31,3,31_3,Circunscripción 3,0.9445250014762714,0.233280559364829,0.35344561744231057
31,4,31_4,Circunscripción 3,0.9552299335828685,0.20976684733439022,0.3558867917001855
31,5,31_5,Circunscripción 3,0.7967018742880811,0.18998045342609263,0.28139346242794516
32,1,32_1,Circunscripción 2,0.8442343619448174,0.21759360794321717,0.2603103671645434
32,2,32_2,Circunscripción 2,0.8156811961573079,0.2210832293326426,0.28022078947851803
32,3,32_3,Circunscripción 2,0.8400120461518191,0.19229472806663184,0.2785296165935741
32,4,32_4,Circunscripción 2,0.8665057372441387,0.1770850461516583,0.2912519427267617
